"Fusions"	"Cancer_Types"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"ChiTaRS"	"TICdb"	"ConjoinG"	"Count"
"RAP1A--EIF4A3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAP1A--EIF4G1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAP1A--RAP1A"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAP1A--SEL1L"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAP1B--CPM"	"GBM,GBM"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAP1B--CTDSP2"	"GBM,GBM"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAP1B--DPT"	"SARC,SARC"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RAP1B--GLIPR1L1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAP1B--HUWE1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAP1B--ITPR2"	"LUAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAP1B--RAP1A"	"SARC"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"RAP1B--TUBGCP3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAP1GAP--GLIS3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAP1GAP--GOLGB1"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAP1GAP--NIT2"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RAP1GAP--USP48"	"BRCA,BRCA"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"RAP1GAP2--CTTNBP2NL"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAP1GAP2--TGOLN2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAP1GDS1--GSTCD"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAP1GDS1--RAP1GDS1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAP2A--AFTPH"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAP2B--GABBR1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAP2B--RAP2B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAP2C--RAP2C"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAPGEF1--ARMC2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF1--BOLA2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF1--COL1A1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF1--DCK"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF1--LEPROT"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF1--MALAT1"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAPGEF1--MAPKAP1"	"SARC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF1--PPP1CB"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF1--RAPGEF1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF1--WNK1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF2--IREB2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF2--OCIAD2"	"BLCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF4--PGA3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF5--EDEM1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF5--LUC7L2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF5--MRPS22"	"LUSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF5--PPAPDC1A"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF5--SDK2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF5--STEAP1B"	"BRCA,Burkitt lymphoma"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"2"
"RAPGEF5--TMEM14B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF5--TOMM7"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF5--UBA52"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF6--CRCP"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF6--GALC"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF6--NNT"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF6--SUSD4"	"LUAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEF6--USP33"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEFL1--MAPT"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAPGEFL1--NCL"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARA--ANKFN1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARA--BRD4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARA--C16orf45"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARA--CA10"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RARA--CDC6"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RARA--CDK12"	"BRCA,OV"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"6"
"RARA--COL10A1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARA--HOXB3"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RARA--MSL1"	"BRCA,BRCA"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"4"
"RARA--MYO1D"	"BRCA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"RARA--NARS2"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARA--PCTP"	"BRCA,BRCA"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"10"
"RARA--PGAP3"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RARA--PKIA"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARA--PML"	"LAML,LAML"	"19"	"9"	"0"	"0"	"0"	"0"	"0"	"28"
"RARA--PRR11"	"BRCA,BRCA"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"6"
"RARA--PSMD3"	"BRCA,BRCA"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"5"
"RARA--RARA"	"NA"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"RARA--RP11-1407O15.2"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARA--SKA2"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RARA--SKAP1"	"BRCA,BRCA"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"4"
"RARA--STAC2"	"LUAD,LUAD"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RARA--STAT3"	"BRCA,BRCA"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"4"
"RARA--TSPYL4"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARA--WIPF2"	"BRCA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"RARA--ZNF595"	"BRCA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"RARA--ZNF718"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARG--BCAS1"	"BLCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARG--TACC2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARRES1--RARRES1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARRES3--CDC42SE1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARRES3--SSU72"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARS--RARS"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARS--SLIT3"	"LUSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARS2--HECA"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARS2--RARS2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RARS2--SMAP1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASA1--FAM174A"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASA1--FNIP1"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASA1--RASA1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASA1--WNT5A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASA2--ACPL2"	"LUSC,LUSC"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"RASA2--COBRA1"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASA2--RASA2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASA2--SUCNR1"	"OV,OV"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASA2--ZBTB38"	"BLCA,LUAD"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"RASA3--GFAP"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASA3--KCNG2"	"LGG,LGG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASA4--SNAP25"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASAL1--ARL4C"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASAL1--DDX54"	"UCEC,KIRP"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASAL2--GALNTL6"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASAL2--PPM1G"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASAL2--RASAL2"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RASAL2--SARDH"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASAL2--ZNF695"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASAL3--LOC145837"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASD1--VPS4A"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASEF--FRMD3"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RASEF--OSTF1"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASGEF1B--LNPEP"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASGEF1B--MTOR"	"NA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"RASGRF1--HNRNPD"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASGRF1--HOMER2"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASGRF2--MBP"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASGRP1--CD47"	"UCEC,UCEC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASGRP1--LRRC4C"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASGRP3--SECTM1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASL10A--RASL10A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASL11A--DHRS12"	"BLCA,BLCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASL11B--CSRNP3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF1--CAPN1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF2--FGR"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF3--PPP3CA"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASSF3--SNX10"	"LGG,LGG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASSF3--SOS2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF3--STK10"	"SARC,SARC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASSF4--BPGM"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF4--DDB1"	"LGG"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RASSF4--DES"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF4--RASSF4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF4--RFC3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF4--TMEM72"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF5--IKBKE"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASSF5--RASSF5"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RASSF7--DEAF1"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RASSF7--GPRC5A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF8--CASC1"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF8--ITPR2"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF8--RASSF8"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF8--RERGL"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF8--SLC47A2"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RASSF8--SSPN"	"LGG"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAVER1--DOCK6"	"GBM,GBM"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAVER1--SYNCRIP"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAVER2--CPSF3L"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAX--RAX"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RB1--C14orf166"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RB1--CNIH3"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RB1--HTR2C"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RB1--ITM2B"	"ESCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RB1--KCNRG"	"OV,OV"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RB1--LINC00441"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RB1--MED4"	"SKCM,SKCM"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"RB1--MICAL1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RB1--TMEM65"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RB1CC1--NDUFB5"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RB1CC1--PTPN3"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RB1CC1--SMARCC2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBAK-LOC389458--ARMC7"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBAK-LOC389458--POR"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBBP4--C16orf55"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBBP4--NEAT1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBBP4--RBBP4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBBP4--RBBP7"	"HNSC"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"11"
"RBBP5--DOK5"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBBP6--CANX"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBBP6--CEP350"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBBP6--ETNK1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBBP6--RBBP6"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBBP6--RSF1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBBP6--VWF"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBBP7--TTC24"	"SARC,SARC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBBP8--ANXA4"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBBP8--FAM126A"	"LGG,LGG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBBP8--RBBP8"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBBP8--STK24"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBBP8--TAF4B"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBBP8--TP53"	"BLCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBCK1--ATHL1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBCK1--TCTEX1D2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBFA--RBFA"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RBFA--TXNL4A"	"UCEC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBFOX1--SMYD3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBFOX1--SPG20"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBFOX2--AHCYL1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBFOX2--CAPZA1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBFOX2--LGALS2"	"GBM"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBFOX2--MED16"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBFOX2--MPPED1"	"LGG"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBFOX2--MYH9"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBFOX2--NTSR1"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RBFOX2--RBFOX2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBFOX2--TST"	"UCS"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBFOX3--C4orf22"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBFOX3--RYR2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBL1--CPNE1"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBL1--CTNNBL1"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RBL1--NDRG3"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBL2--LCORL"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBL2--RNF24"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM10--CMAS"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM10--CTC1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM10--PAPD4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM10--PHF16"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM10--PPT2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM10--UBC"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM10--WWP2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM11--RBM11"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM12--ERCC6-PGBD3"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM12--RP11-123B3.6"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM12B--GPRC5B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM12B--RSPO2"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM14--CCS"	"KIRC,KIRC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM14--RBM14"	"NA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"RBM14--SLC27A2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM14-RBM4--FAM156B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM14-RBM4--LOC338694"	"LUSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM14-RBM4--RBM14-RBM4"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM14-RBM4--RBM4"	"STAD"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM15--MKL1"	"NA,NA"	"5"	"0"	"0"	"0"	"0"	"4"	"0"	"9"
"RBM15B--RBM15B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM17--FSIP2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM17--PFKFB3"	"LUAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM17--PRKACB"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM17--TWSG1"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM18--S100A9"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM19--CLK2"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM19--HIBADH"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM23--SLC7A8"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM25--CENPT"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM25--RBM25"	"NA"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"5"
"RBM25--UNC5B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM25--VRTN"	"LUSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM26--TMBIM6"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM27--RBM27"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM27--SLC35E2B"	"BLCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM28--AOAH"	"THCA,THCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM28--KMT2C"	"UCEC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM28--MLL3"	"BRCA,UCEC"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RBM3--F3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM3--IGF1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM3--ILK"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM3--NME7"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM3--RBM3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM3--SIKE1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM33--FLNB"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM33--RBM33"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM33--TMEM120A"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM34--CARD10"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM34--GGPS1"	"LGG"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM34--SNX3"	"HNSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM38--FRMD4B"	"LUSC,LUSC"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RBM38--RAE1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM38--SPO11"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM39--CPNE1"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM39--DTNB"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM39--GOLGB1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RBM39--PRDM5"	"BLCA,BLCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM39--RBM39"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RBM39--VMP1"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
